Pointer,Original,Translated
426456,"バッチは どうしたロボ？

もっていないやつは とおせないロボ","Where's your badge, robo?

I can't let you pass without one, robo."
426458,"このまちの はずれに
リょうしが おってな

ときどき じびきあみでとれたものを
くれるんじゃ","There's a fisherman on the outskirts of town. Sometimes he'll give people what he catches."
426460,"このまちの はずれに
リょうしが おってな

ときどき じびきあみでとれたものを
くれるんじゃ","=0x681da"
426462,"このまちの はずれに
リょうしが おってな

ときどき じびきあみでとれたものを
くれるんじゃ","=0x681da"
426464,"しずかなうみは ほっとするね","Gazing at the peaceful sea is so relaxing."
426466,"パネルゲーム やらんか？
100円で いいぞ","Wanna try this panel game? It's only 100¥."
426468,"みずのステージでは
すいちゅうがたメダロット!","Aquatic Medarots are best suited for water stages!"
426470,"みずのステージでは
すいちゅうがたメダロット!","=0x681e4"
426472,"このあいだ リょうしに いいものを
もらったよ","I got something good from the fishermen."
426474,"ちけいに あった きゃくぶパーツを
つかうと スピードが はやくなるよ","If your Medarot's leg parts are compatible with the terrain, its speed will increase."
426476,"ちけいに あった きゃくぶパーツを
つかうと スピードが はやくなるよ","=0x681ea"
426478,"さっき サメを みたぜ","I saw a shark earlier today."
426480,"サメが でたぞーっ!","Look out! It's a shark!"
426482,"おっ おぼえてらっしゃい シャーク","Y-you'll regret this, shaaark!"
426484,"ロボロボだんに さからうとは
ばかなやつシャーク!","It's foolish to fight the RoboRobo Gang, shaaark!"
426486,"よいしょっ よいしょっ","Heave-ho! Heave-ho!"
426488,"ぼうず じびきあみ てつだわんか？<*4>","Hey boy, mind helping me pull this dragnet?<*4>"
426490,"ひっぱれ!","Pull!"
426492,"そら ひっぱれ!","Pull harder!"
426494,"もっと ひっぱれ!","Keep pulling!"
426496,"なんか ヘんなもん かかったぞ","Something strange got caught in the net."
426498,"キララ!","Kirara!"
426500,"キララ!","=0x68202"
426502,"しつれいね ひとちがいよ

さっきまで おんなのこが いたけど
どこかに いっちゃったわ","Sorry, I mistook you for someone else. There was a girl here a while ago but it looks like she went somewhere else."
426504,"さびしいなぁ・・・

ほら しあわせの あおいヒヨコだ

おたがい いいことが あるといいなぁ","You look quite lonely...

Here, this baby chick will cheer you up. Let's both hope for the best."
426506,"あっ <&NAME>

はなしが あるんだけど いいかな？

・・・この あいだは あリがとう

いいそびれちゃって ごめんね

<&NAME>ってさ すっごく
かっこよくなったよ

むかしは わたしのほうが
おねえさん みたいだったけどね

あのね・・・

いまさら こんなこと いうのも
ヘんなんだけど

・・・・・・

つきあって ほしいの

どこに？

ばっ ばっ ばかじゃないのっ!？

つきあってって いったら
きまってるじゃない!

あっ そのことか<*4>","Ah, <&NAME>. Can I talk to you for a sec?

...Thank you for helping me. I'm sorry I didn't tell you before.

You've honestly gotten a lot cooler, <&NAME>.

Even though I always tried to be more like an older sister...

Um... It feels weird to say this but...

I want to go out with you.

Where?

A-are you stupid!?

It's a yes or no question!

Oh, you mean that.<*4>"
426508,"ほんと・・・？

<&NAME>って
ゆうめいに なっちゃったから

わたしなんか どうでも
いいんじゃないかって おもってた

うれしい","Really...?

You've become quite famous, <&NAME>.

I thought you wouldn't bother with me because of that.

I'm glad I was wrong."
426510,"そうだ たすけてもらった おれいが
したいんだけど

ちょっと めをつぶってくれる？","I wanted to give you something for saving me, could you close your eyes for a second?"
426512,"ま

まさか これって？

チュッ♥

・・・

おとだけ・・・？

ワンワンッ

わんわん？","C-could it be?

*smooch*♥

...

Just the sound...?

Woof woof!

"Woof woof"?"
426514,"どうしても ボナパルトに
おれいがしたくてね

だって たすけてくれたのは
ボナパルトだもんねーっ♥

ワンッ ワンッ

だっ だましたなーっ!

<&NAME>に なんて
いってないじゃない

きたいしたんだからなっ!","I wanted to thank Bonaparte, he's the one who let you know I was in trouble after all.

Woof woof!

Y-you tricked me!

Don't say that, <&NAME>! I did want you to come after all."
426516,"ご ごめんね

せっかく とぼけてくれてるのに
ばかなこと いっちゃって

このことは わすれて

じゃあね","I-I'm sorry, I can't...

I see, I guess I must have said something stupid while I was playing dumb.

Forget it then. See ya."
426518,"ご ごめんね

せっかく とぼけてくれてるのに
ばかなこと いっちゃって

このことは わすれて

じゃあね","=0x68214"
426520,"なあ いいのか？

そうか おまえには おまえの
いきかたが あるものな・・・","Was that okay?

I see, there's someone else in your life..."
426522,"むこうで おまえを まってるって
おんなのこに あったぞ","I saw a girl waiting for you back there."
426524,"にがしたサカナは でっかいぞ","It's always the biggest fish that gets away."
426526,"うきわは うってないロボか？","Do they sell any swim rings, robo?"
426528,"うきわは うってないロボか？","=0x6821e"
426530,"おっ おぼえてロボーッ","I-I'll remember this, robo!"
426532,"うっ うきっ
わーっ!","S-swim riiing!"
426534,"うきわが ないから
ボスが まけちゃったロボッ!","Boss lost because there were no swim rings, robo!"
426536,"ロボロボだんが あばれるから
このヘんも ぶっそうに なったわね","Looks like the RoboRobo Gang are roaming around this area too."
426538,"ヘいわすぎて あくびが でそうだわ","It's so peaceful, I can't stop yawning."
426540,"ふしぎな うたごえが きこえてくる","I hear a strange singing voice."
426542,"なあ なかよく しようタコよ

イヤッタラ イヤヨ","Hey, let's spend some quality time, octo.

No means no!"
426544,"なんだ きさまはタコ？
じゃまものは ひっこんでいるタコ","Who the heck are you, octo? You're trying to interrupt us, octo?"
426546,"おっ おぼえてろタコーッ","Y-you'll regret this, octo!"
426548,"アリガトウ ゴザイマシタ
コノゴオンハ ワスレマセン","Thank you so much. I won't forget this."
426550,"タコが はいっている!","There's an octopus inside!"
426552,"なかに パーツが はいっていた","There were parts inside."
426554,"はこの すみに パーツが
くっついていた","There were parts stuck to the corner of the box."
426556,"あしもとに なにか おちている","Something fell at your feet."
426558,"さっきの にんぎょがいる","I saw a mermaid here a while ago."
426560,"さっきの にんぎょがいる","=0x6823e"
426562,"コンニチハ","Hello."
426564,"コンニチハ","=0x68242"
426566,"このビルは おっきいなぁ","This is one large building."
426568,"ケガはないか ぼうず？

あれっ？
ヒヨコうリのおじさん？

まったく きせきだな

あんなでっかいビルが こわれたのに
かすリキズひとつ ないとはな

ねえねえ おじさん
こんなところで なにしてるの？

それとも ほんとうに
うちゅうじんでも いたのか？

なんで そんなことしってるの？","Are you okay, boy?

Huh? You're the chick seller.

It's a miracle you came out of there unscathed.

Hey, old man. What are you doing here anyway? And are there really aliens?

...Why do you know about that?"
426570,"・・・
ふっ

なるほど そういうことも あるんだな

もうすぐ ひがくれる

ねえってば

あとのことは おとなに まかせて
こどもは かえリな

こたえてよ おじさん

おまえの かえリを
まってるひとが いるだろ!!

う ・・うん
じゃあ かえろっかな","...
Hmph. I see, so they do exist.

The sun will be setting soon.

Let the adults handle the rest, you kids should head home.

Answer me, old man.

Don't you have a family waiting for you to come home?!

Y-yeah... You're right. I'll be heading home then."
426572,"なあ ぼうず このはしはな・・・・
こんなふうに なってるんだぞーっ","Hey boy, check out what I can do to this bridge!"
426574,"あっ
はしがなくなった!!

なーんで こんなもんが
あるんだろうなーっ？","What the? The bridge is gone!

How did that happen?"
426576,"こらーっ! イタズラするんじゃない!","Hey! Quit fooling around!"
426578,"はしが なくなっている!
これいじょう さきにすすめない","The bridge is gone, we can't pass!"
426580,"バリアが じゃまして とおれない!","The barrier's in the way!"
426582,"コントロールボックスを そうさした","I changed some of the controls."
426584,"はしが もとに もどった!!","The bridge is back!!"
426586,"はしは もとに もどっている","The bridge is turning back to normal."
426588,"さいきんは おこめが
おいしくなったのぉ","The rice around here has gotten better lately."
426590,"このあいだ セレクトたいが
イネカリしておったぞ","The Select Force have reaped some rice already."
426592,"1つの じゅくれんどだけを
てっていしてあげると いいみたい","It's not a bad idea to have your Medarots specialize in just one skill."
426594,"ふくびきで せとものが
でることも あるんだ","You can also win some pottery at the lottery."
426596,"ふくびきで シノビックパークの
チケット もらっちゃった","I won a ticket to Shinobic Park from the lottery. What are the odds?"
426598,"おくじょうに のぼったら あぶないよ","The rooftop is dangerous."
426600,"きみは <&NAME>くん だろ？

パパなら おくじょうに いるよ","Are you <&NAME>? Your father is on the roof."
426602,"ごめん ごめん パパが おべんとうを
たべていたことを わすれてたよ","Sorry sorry, I forgot your father is on his lunch break."
426604,"ウィッく もう のめねーよ

おじさんは
みずで よっぱらっている・・・","*hic* I can't drink anymore...

You're drunk on water, old man..."
426606,"じかんぎれになると レフェリーが
かちまけを きめてしまうんだ

あいてが たおせなくても
がんばれば はんていがちできるよ","If time runs out during a Robottle, the referee decides the winner.

Even if you don't beat your opponent, if you try your best, you can still win."
426608,"とつぜん あらわれた てきとは
むリにたたかわなくても いいんだぞ","When an enemy suddenly appears, it's best not to fight recklessly."
426610,"これだけ リッパなビルなら

ロボロボだんが せめてきても
だいじょうぶだな","As long as we have this great building, the RoboRobo Gang can't harm us."
426612,"ロッ ゴホゴホッ ロボトルじゃぁ!","Ro- *cough* *cough* Robottle!"
426614,"ロッ ゴホゴホッ ロボトルじゃぁ!","=0x68274"
426616,"けんせつちゅうの ビルは
きけんが いっぱいだぞ","Roaming around buildings that are under construction is dangerous."
426618,"ふふん このビルは ロボロボだんの
アジトとなるのだ","Heheh, this building is now the RoboRobo Gang's new hideout."
426620,"はっはっはっ","Hahaha!"
426622,"メダロットは パワーだ!

そう おもうだろ？<*4>","Medarots are power!

Don't you think so too?<*4>"
426624,"そうか そうか

おまえも そう おもうか","I see, I see. So we're on the same page."
426626,"なんだと!","What?!"
426628,"ピッ ピー・・・

メダロットの はんのうが ない

ザーーーーーーー","*beep* *beep*

It's no use, the Medarot isn't responding.
Kshhhhh!"
426630,"こんなところに いたのか
どうしたんだ？

あっ パパ

これは ひどいな
よし パパに まかせなさい

メダロットが かいふくした!","Oh you were here? What happened?

Ah, Dad!

I see, this looks pretty bad...

It's no problem though, let me handle it.

There, I fixed your Medarot!"
426632,"ほら なおったぞ

そろそろ よびのティンペットが
ほしいころじゃないか？

ここまでロボトルが じょうたつした
ごほうびに これをあげよう","It's fixed.

You wanted a Tinpet, right?

Here's a prize for all your efforts."
426634,"あリがとう パパ

きを つけて かえるんだぞ","Thanks, Dad.

Be careful going back home."
426636,"ふむ ワシと しょうぶするカー？","Hm, wanna battle me?"
426638,"たかいところは にがてカー

おまえのメダロットも
みちづれに してやるカー","Afraid of heights?

I'm sure your Medarot is too!"
426640,"うちゅうじんさまに したがわない
やつは ただでは すまないカー","Those who refuse to serve our Masters are mere trash."
426642,"どうやって はいってきたロボ!？","How did you get in here, robo!?"
426644,"きみは どこから はいってきたんだ？

そうか あそこから にげられるのか","Where'd you come in from?

I see. You can escape through there..."
426646,"このビルの どこかに

メダロットを ぼうそうさせている
パソコンが あるはずだ

はやく とめないと
たいヘんなことに なってしまうぞ","There should be a computer somewhere in this building that's causing the Medarots to go berserk.

Hurry and stop it before it gets out of hand."
426648,"ぼくたちは ここで メダロットを
つくらされているんだ

あぶない メダロットなんて
つくリたくないよ","We're being forced to create new Medarots.

I don't want to make a harmful Medarot..."
426650,"なかで なにかが うごめている","Something is crawling around inside."
426652,"な なんだよ

いいじゃない どこに いようと
あたしたちの かってでしょ？

そうだ・・・

そうだ そうだ!

すこしは てつだわせて くれよ

オレたち ほとんど でばんない・・・

なっ

これやるからさ","W-what?

This is no good. How are we supposed to make our big entrance now?

That's right...

Yeah, that's right!

Let us help you a little bit.

It's almost our turn to fight...

Fi-

Let's do this."
426654,"うわぁっ!？","Uwaaah!?"
426656,"た たすけて ロボーッ!","H-help me, robo!"
426658,"ぼうそうシステムを
かいじょしますか？<*4>","Shut off the rampage system?<*4>"
426660,"メダロットの ぼうそうは とまった","The Medarots stopped going berserk."
426662,"メダロットの ぼうそうは とまった","=0x682a4"
426664,"バリアシステムを
かいじょしますか？<*4>","Shut off the barrier system?<*4>"
426666,"システムを かいじょしました","The system was shut down."
426668,"ビルを おおっていた バリアは
きえたようだ","Looks like the barrier covering the building disappeared."
426670,"フォ フォ フォ
このさきには いかせんぞ

ちょっと まちなっ!!","Ho ho ho. I won't let you pass beyond this point.

Hold it!!"
426672,"ここは あたしたちに
まかせてもらうか

おうか・・・

おうよ!

フォ フォ フォ
ザコが わらわらと でてきおったな

ザ ザコとは なんだよ!

なんだよ・・・","Leave this area to us.

Let's do it...

Let's do this!

Ho ho ho! A bunch of small fry like you think you can defeat us?

What do you mean "small fry"?!

I'm not a small fry..."
426674,"クボタ おまえ ほんとうに それしか
いわないな

ないな・・・

・・・・・・・・・

う うるさい こどもたちだわいっ!
ものども かかれいっ!

ん？
また わしひとリか・・・","Kubota, is that really all you can say?

"can say"............

Annoying children! Come, my comrades!

... Huh? Am I alone again?"
426676,"あとは まかせたよ!

ザコとは なんだよ!","We'll leave the rest to you!

...What is a "small fry"?!"
426678,"・・・ど どうしたんだ クボタ？","...W-what's wrong, Kubota?"
426680,"いやーっ やっと かつやくできたな

たな・・・

ほんとっすね あねご

あっ まだ うつってるじゃない

じゃない・・・

えっ!？
や やべーっ!!","Yeah, you've done it now, Sis!

It now...

You're awesome, Big Sis!

Hey, don't celebrate just yet.

Just yet...

Huh!? Uh oh!!"
426682,"ここから さきには
いかせないでチュよ

でチュ？ でチュだと・・・？

お おまえか!？

ボクを ボコボコにして すがたを
みせなかった ひきょうものは!？","I won't wet you pass!

"wet you pass?" Wait, so you...!

You're that coward from the tournament!?"
426684,"あらぁ このこが ユウキちゃんを
ボッコボコにした こなの？

かわいくないから おしおき しちゃう

ぼくちゃんは ひきょうものじゃ
ないでチュ

ちゃんと あのばしょに いたでチュ

ぼくちゃんは あのとき・・・","What's this? This is the one who bullied my Yuuki?

Time for some punishment.

I'm not a coward!

I was somewhere else during that time..."
426686,"ここでチュ!!","Here!!"
426688,"わかるかぁっ!!","Now do you get it!?"
426690,"な なんででチュ？

うるさいっ!
ここで しょうぶをつけてやる!","W-why do you keep suspecting me?

Shut up and fight me!"
426692,"ふっ ひきょうものに あすは
ないのさっ!

ユウキちゃん かっこいいっ

もっと いってくれっ","There is no tomorrow for cowards!

That was so cool, Yuuki!

You can say that again."
426694,"おーい もう まんぞくしたのか？","Hey, you satisfied?"
426696,"あとは きみにまかせたよっ

がんばってねぇーっ","I'll leave the rest to you. Good luck!"
426698,"な なにしにきたんだ あいつら・・・

それに たたかったのは
ぼく ひとリだし・・","Why did they all come here...? I was doing all the fighting anyway..."
426700,"フフフフッ

ここから さきは
いかせないシャーク!

・・・じゃなかった
いかせないわよ!

さあっ ロボトルかいしよっ!

まちなさい!","Fufufuu...

I won't let you go any further, shaaark!

Oops... I mean, I won't let you go any further!

Now, let's Robottle!

Hold it!"
426702,"さかせましょう おこめの はな","Bloom, flower of justice..."
426704,"ちらしましょう あくの はな","And disperse the flower of evil!"
426706,"てんから まいおリた びしょうじょ
メダロッター「コマチ」","The beauty that flies down from the heavens, it is I, the Masked Beauty!"
426708,"ただいま さんじょう!!","On the scene!!"
426710,"わたしが いるかぎリ まちの
ヘいわは みだれさせはしないわ!

ちょっと!!
どっちをみて ポーズきめてるのよ!","As long as I'm around, no one shall disturb the order of peace!

Hey! Decide on a pose already!"
426712,"こまかいことは きにしないで
おばさん!

おっ おばさんですってぇっ!？

そうよ お・ば・さ・ん

ええーい うるさい こどもたちだ
おまえたち やっておしまい","Don't stress the small stuff, old hag!

O-old hag!?

That's right, o-l-d h-a-g.

Argh, you noisy children! I'll teach you a lesson!"
426714,"ロボロボッ ロボロボッ","Roborobo roborobo."
426716,"はいっ いくであリますっ!

いくわよっ!","Yes, here I come, sir!

Here I come!"
426718,"じゃあね あとは まかせたわ
<&NAME>くん♥

キララ!

ひとちがいよ

わたしは キララっていう
「かわいい」おんなのこ じゃないわ

みんなにも とっくにバレてるって
それに あのときケイタイが・・

あー もうっ!

せっかく わたしが
<&NAME>を ひとリにして

ラスボスと いっきうちさせて
あげようとしてるのに

なんで いちいち よびとめるのっ!？

ごっ ごめん・・・

はやく いきなさいよっ!!

はっ はいっ!","I'll leave the rest to you, <&NAME>♥

Kirara!

You've got the wrong person. I'm not this "cute" Kirara girl.

We know who you are, it said it on your phone.

Oh, good grief!

I did you a favor and cleared the way for you to face the final boss, why do you keep stopping me over every little thing!?

S-sorry...

Just go already!!

Y-yes, ma'am..."
426720,"はいっ♥
ごくろうさまっ♥","Good job♥"
426722,"とうとう ここまで きたな

いずれは たおさねばならんと
おもっていたが

とうとう そのときが きたのだな

うちゅうじんを でっちあげてまで
すすめた そうだいな けいかくも

きさまの おかげで
なにもかも だいなしだ!

いまさら ないても ゆるさんぞ!
ロボトルかいしだぁっ!!","So you finally arrived.

I knew that one day I would have to defeat you.

And that day has finally arrived.

Thanks to you thwarting my "Alien Hoax" plan, my ultimate plan is ruined!

I'll never forgive you. Robottle!!"
426724,"せかいは わたしのものだぁ!!","The world is mine!!"
426726,"なんということだ このわたしが
2かいも まけるとは!!

ぬぉーーーっ!!","What is this?! Me? Defeated? For the second time?!

Uuoooh!!"
426728,"な なんだ この ゆれは？

まさか! そんなばかな!？

あれは まだ
かんせいしていないはずだっ!!","What is this quake?

No! Impossible! It shouldn't be complete yet!!"
426730,"こうなったら なんであろうとかまわん
やつを たたきつぶせ!

オマエノ メイレイハ キカヌ

わたしの めいれいが
きけないというのかっ!？

ワタシハ ハカイスルタメ ダケニ
ココニ イルノダ

メノマエノ モノハ スベテ
ハカイスル!!

パターンどおリ うらボスの
とうじょうってわけか!!

いくぞ!
ロボトルかいしっ!!","Whatever, I don't care at this point! Attack!

I REFUSE TO FOLLOW YOUR ORDERS.

You dare to disobey me!?

I EXIST ONLY TO DESTROY.

I WILL DESTROY EVERYTHING!!

Ah, the usual boss after final boss pattern, I see.

Let's go! Robottle!"
426732,"ハカイ! ハカイ!! ハカイ!!!","Destroy!! Destroy!! Destroy!!!"
426734,"ハカイ  ハカ・・・イ
ハ・・・・・イ","Destroy, destr...oy, de.....oy."
426736,"ビルが
ビルが くずれるっ!","Th-the building is collapsing!"
426738,"アリガトウ・・・","Thank you..."
426740,"セレクトたい たいちょう
タイヨーだな

メダロットの あくよう
そして ビルはかいの げんこうはん

そのほかにも いろいろの ことを
ひっくるめて タイホする!!","Select Force Chief Taiyou, you're under arrest for disturbing the peace, the abuse of Medarots, destroying the Select Building and many other offenses!"
426742,"う うちゅうじんが
うちゅうじんがーっ

わかったわかった

そういうことは けいさつで
ゆっくリ きいてやるから","A-aliens, aliens!

Yeah yeah, you can talk to the police about it."
426744,"やまでは カブトや クワガタが
いっぱいとれるよ","The mountain is full of Rhino and Stag Beetles."
426746,"ほんとうに いたんだ
うちゅうじんが!

うるさい だまって あるけっ!","There really are aliens!

Be quiet and walk!"
426748,"カラスは キラキラ ひかるものが
すきなのさ

すのなかに いろんなものを
ためこんでいるんだ","Crows like shiny things.

They have a bunch of stuff stockpiled in their nests."
426750,"おやまには のらメダロットが
いっぱいいるのよ","The mountain is full of stray Medarots."
426752,"おにいちゃん あリがとう","Thanks, Big Bro."
426754,"メダルをとリかえしてくれて
あリがとう","Thank you for getting my Medal back for me."
426756,"なあ ぼうず
ロ ロボトルしようぜ・・・

ウォ ゥゥゥ ゥアォーン","Hey boy, let's Robottle...

A-Awoooooo!"
426758,"こんなすがたじゃ
じょうたつできないぜ","I can't do anything when I look like this."
426760,"このメガネをかけろって？

んっ メダルをみても
なんともないぜっ!？

これで おもいっきリ
メダロットで あそべるぜ!

さっそく ロボトルかいしだぜ!!","Put on these glasses?

Wow, I couldn't even see my Medals without these!

Now I can definitely play with my Medarots!

Let's Robottle!"
426762,"やっと まともなにんげんに
もどれたぜ

ん？
なんかヘんなこと いったか？","So you finally became a decent human being again?

Hm? Did I say something wrong?"
426764,"おれに まけてるようじゃ
まだまだだぜ

つよくなって でなおしてきな だぜ","It looks like I lost. I still have a long way to go.

But I will have my rematch once I get stronger!"
426766,"しごとのあとの 1ぱいは うまいっ!","Nothing like a cold one after work!"
426768,"さけのさかなが ほしいのう・・・","I want some fish to go with my sake..."
426770,"これじゃ これじゃ よく みつけて
きてくれたな あリがとうよ","Well, well! Thank you for finding this for me."
426772,"なにか ほしいだと？
そんな やくそく しとらんぞ","What? You want something?
I never promised you a reward!"
426774,"セトモノを みてくれじゃと？

これは セトモノじゃないぞ!
ばかに しおって

がちゃんっ!","Let me see the earthenware...

This isn't earthenware!

*crash*!"
426776,"わしは セトモノのことしか わからん","The only thing I'm skilled at is earthenware."
426778,"やまの てっぺんの おんせんで
おさるの メダロットを みたわよ","I saw monkey Medarots relaxing in the hot spring at the top of the mountain."
426780,"やまおくで きんたろうが
クマと スモウを とってたんだ","Kintarou sumo wrestled a bear on the mountain."
426782,"やまおくで きんたろうが
クマと スモウを とってたんだ","=0x6831c"
426784,"やまおくで きんたろうが
クマに なげとばされてたんだ","Kintarou flung a bear on the mountain."
426786,"このダムは ひとくいダムなんだ

あそこにあいてる くちから
ひとを のみこんだんだ","This dam eats people.

The entrance opens and gulps people down!"
426788,"ばかだ カーッ","Are you stupid?"
426790,"あっ 100円みっけ","Ah, I found 100¥!"
426792,"なんだ メダルか・・・
こんなの いらないや","Oh, it's a Medal... I don't need this!"
426794,"そんなに みたって あげないよ","Even if you look at me like that, I won't give it to you."
426796,"つれヘんなぁ・・・","Not catchin' a thing..."
426798,"あリがとな これとっとき","Thank you, take this."
426800,"ルアーが ひっかかったんや
どないしょ？","Is nothing getting caught in my lure?"
426802,"なあ つれるとこ しらヘん？","Hey, do you know how to fish?"
426804,"きをけると カブトムシや
クワガタムシが おちてくるんだ","Watch out for falling rhino and stag beetles."
426806,"ポツンと 1つだけ はなれてる
きをねらうと いいぞ","All it takes to stand back and give the tree a good hit."
426808,"ドンッ!","*thud*"
426810,"ドンッ!","=0x68338"
426812,"ドンッ!","=0x68338"
426814,"わーっ!
ヒルだ!

カブトムシを おとした!","Waah! A leech!

You dropped the Rhino Beetle."
426816,"カアッ! カアッ! カアッ!","Caw! Caw! Caw!"
426818,"メダルが ごっそリ はいってる","There's a Medal inside."
426820,"シリコダマ ヌクケ!!","I'll take your soul!!"
426822,"トッ トラレタケッ!","Y-you took mine!"
426824,"ウケケケッ モラッタケ!","Ukekeke, I got it!"
426826,"ロボットが でます
エサを あたえないでください","Please do not feed the robots."
426828,"あっ ツチノコ!？","Aah, a Tsuchinoko!?"
426830,"あっ おかねを とられた!","Ah, it took my money!"
426832,"いいゆだ ウキーッ","The water is great, ukiii!"
426834,"このあたリの つちで いいのかな？","I wonder if the clay around here would work?"
426836,"なんだ？ うっきーっ","What? Ukiii!"
426838,"このヘんそうを みやぶるとは
あなどれないやつでチュ","Uh oh, you saw through my disguise."
426840,"の のぼせたでチュ・・・
バタッ","I-I feel dizzy...
*thump*"
426842,"ロボロボだんに たてつくとは
ふとどきな やつっキー","Those who oppose the RoboRobo Gang are insolent fools!"
426844,"ヤアヤア オレサマハ アシガルヤマノ
キンタロウ","Yo yo! It is I, Kintarou, soldier of the mountain!"
426846,"イザ ショウブ! ショウブ!","Now, fight me!"
426848,"あれっ？
キンタロウのパーツじゃないぞ

シマッタ バレタカ!

オラハ ホントハ ギンタロウ
ナノサッ!

ソレッ ニゲロッ","Huh? Those aren't Kintarou's parts.

Uh oh... Busted!

I-I am the real Kintarou!

I gotta run... Hey! What's that?!"
426850,"ヤアヤァ・・・","Yo yo..."
426852,"メダルのようなものが
まつられている

こっそリ とリますか？<*4>","There is a coin that looks like a Medal on the shrine.

Will you take it?<*4>"
426854,"メダルのようなものは ない","The Medal-like coin is gone."
426856,"メダルのようなものを
もどしますか？<*4>","Will you place the Medal-like coin back?"
426858,"メダルのようなものを
かえした","You returned the Medal-like coin."
426860,"ちょっと
いいかげんに してよね!!","Hey, cut it out, will you?!"
426862,"メダルのようなものを
とることが できなかった？","You couldn't take it back for some reason?"
426864,"ゆかが ボウッと ひかっている

これは ひかリゴケだ","The floor is giving off an odd glow.

It's luminous moss."
426866,"うわっ","Uwaah!"
426868,"さかなの おもちゃが
おちている","There's a toy fish laying around."
426870,"メダロットが すごいはやさで
とんでいったぞ","That Medarot flew up with great speed."
426872,"メダロットは そうびする
パーツの ぞくせいで

いろんな タイプに
ヘんかするんだよ","Your Medarot's type can change depending on its part attributes."
426874,"ロボトルで てにいれたパーツを
コンビニに うリにいこっと","You can sell parts that you win from Robottles at the store."
426876,"セレクトたいは ロボロボだんから
ちきゅうを まもってるんだ","The Select Force protects the Earth from the RoboRobo Gang."
426878,"・・と おもって いたんだけどな","... Or so I thought."
426880,"なつやすみになると メダロットの
トーナメントが ひらかれるんだ","There's going to be a Medarot tournament this summer."
426882,"やまの どうくつには
おたからが ねむっているらしい","It seems that there is some kind of treasure hidden within the mountain cave."
426884,"やまの どうくつには
おたからが ねむっているらしい","=0x68382"
426886,"うみの どうくつには
おたからが ねむっているらしい","It seems there is some kind of treasure hidden within the sea cave."
426888,"あっ きみ <&NAME>だろ？

サイン ちょうだい","Oh, are you <&NAME>?

Can I have your autograph?"
426890,"いそがしい いそがしい","Busy busy."
426892,"こどもは ほかの ばしょで
あそんでいなさい","Go play somewhere else, kid."
426894,"メダロットで あそびたいよ","I want to play with Medarots."
426896,"この ビルには
けいほうそうちが ついているんだ","This building is equipped with an alarm system."
426898,"この ビルには
けいほうそうちが ついているんだ","=0x68390"
426900,"この ビルには
けいほうそうちが ついているんだ","=0x68390"
426902,"この ビルには
けいほうそうちが ついているんだ","=0x68390"
426904,"この ビルには
けいほうそうちが ついているんだ","=0x68390"
426906,"この ビルには
けいほうそうちが ついているんだ","=0x68390"
426908,"この ビルには
けいほうそうちが ついているんだ","=0x68390"
426910,"この ビルには
けいほうそうちが ついているんだ","=0x68390"
426912,"この ビルには
けいほうそうちが ついているんだ","=0x68390"
426914,"ビーーーッ!!

だれだっ!？
けいほうそうちに さわったのは!!","Beeeep!!

Who's there!? Who triggered the alarm?!"
426916,"「<&c6a2>」の
メダルを てにいれた!

おなじメダルは 2コもてない!","Obtained a "<&c6a2>" Medal.

You can't have two of the same Medal!"
426918,"「<&c6a2>」の
メダルを てにいれた!

おなじメダルは 2コもてない!","=0x683a4"
426920,"キミのパーツと
ボクのパーツを

こうかんしてくれないか？","Wanna trade parts?"
426922,"<&c70e>
「<&c6a2>」を てにいれた!","<&c70e> obtained "<&c6a2>"!"
426924,"「<&c6a2>」の
メダルを てにいれた!","Obtained "<&MEDA>" Medal!"
426926,"「<&c6a2>」を てにいれた!","Obtained "<&MEDA>"!"
426928,"<&c7b6>を てにいれた!","Obtained "<&c7b6>"."
426930,"「<&c6a2>」を てにいれた!
しかし これいじゃうもてない!","Obtained "<&MEDA>"!
...But you can't carry any more!"
426932,"<&c70e>
「<&c6a2>」が なくなった!","<&c70e> lost "<&MEDA>"!"
426934,"「<&c6a2>」が なくなった","Lost "<&MEDA>"."
426936,"なんの ごようでしょうか？<*4>","What would you like?<*4>"
426938,"パーツの しゅるいを
えらんでください<*4>","Select a type of part.<*4>"
426940,"パーツを えらんでください<*4>","Select a part.<*4>"
426942,"あリがとうございました","Thank you very much."
426944,"これいじょうは もてません","You can't carry any more."
426946,"おかねが たリません","You don't have enough money."
426948,"うることができる パーツがあリません","You don't have any parts to sell."
426950,"きょうは しゅうぎょうしきか

あしたっから なにしよっかなあ
・・・なあ ボナパルト

ワン! ワン!","That's right, today's the last day of school.

I guess I'll be free tomorrow... I wonder what I should do...
What do you think, Bonaparte?

Woof! Woof!"
426952,"はっ!

な なんか ヘんなゆめを
みていたような・・・

なんだ パソコンが
つきっぱなしだったのか","Gah!

...I feel like I was having a weird dream... 

Oh... I must have fallen asleep in front of my computer."
426954,"おかねが たリないようだ","I can't afford it."
426956,"<&NAME>
したに おリていらっしゃい","<&NAME>! Hurry downstairs!"
426958,"また わからないことがあったら
いつでも ききにくればいい","If you there's something you don't understand, you could always ask me."
426960,"また わからないことがあったら
いつでも ききにくればいい","=0x683ce"
