Pointer,Original,Translated
393602,"えらいぞ <&NAME>
それでこそ ワシのまごじゃ

ほら もっていけ

ぜいこみで 11500円じゃ","Excellent, <&NAME>!
You remind me of my granddaughter.
Here, take this. It's 11500¥, plus tax."
393604,"これからも しょうじんせい

ほっほっほっ",""
393606,"まあまあ よくきたのう

それじゃ さっそく ロボトルかいし

・・・と いきたいところだがの

わたしは ロボトルせんからのぉ
ほっほっほっ","Ah, you did well to come here. Now, let's quickly start our Robottle...is what I would like to say but...I just came out of a Robottle. Hohohoo!"
393608,"なんも ないところだが
ゆっくリして おいき",""
393610,"<&NAME>や とめておくれ

おじいさんが ロボロボだんを
たおすって きかないんだよ","Let it go, <&NAME>. There's no way an old man can help us beat the RoboRobos."
393612,"まあまあ あのさわぎを とめたのは
<&NAME>じゃったのか","<&NAME>, were you the one who put a stop to that nonsense?"
393614,"うらないババの よげんは
よくあたるんだ","Looks like that fortune teller lady was right."
393616,"むむうっ おぬし
じょなんの そうが でておるぞよ

なんと!
ばけものの そうも でておるぞ","Hmm, I see a girl in trouble...
What?!
I see a huge monster as well."
393618,"キェーーッ みえる みえるぞよ

おぬしを とリまく
くろいかげが みえるぞよ

ロボロボだんに きを つけるぞよ","I see it! I see it! I see a dark shadow encompassing you! It could be the RoboRobo Gang, be careful!"
393620,"どうじゃ あたったであろうぞよ","So? Am I right?"
393622,"はなしかけるでないのぞよ","I can't talk right now."
393624,"うちゅうの しんぴだねぇ","Space is a very mysterious place."
393626,"ここに うちゅうせんが
おリたんだよ","A spaceship landed here!"
393628,"いせきの まんなかにいくと
ふしぎなものが みえるんだって","They say if you go to the pond in the center of the Ruins, something good will happen."
393630,"ガラクタおきばに メダロットの
パーツが おちてるんだ","There's a bunch of Medarot parts in the junkyard."
393632,"メダロットの にせものを
かわされちゃったんだ

それって ダメロットのこと？

そうなんだ

ずっーーーーーと もってると
プレミアつくんじゃないか？

つくわけないだろ","I got a counterfeit Medarot...
You mean a Medanot?
Yup. You think if I hold on to it, its value will increase?
I don't think so..."
393634,"コノ ショウネンハ
ワレワレノ ミカタナノカ？","Is this boy an ally?"
393636,"な なんだったんだ？
いまのは・・・？","What was that just now?"
393638,"ユウキが はなしてたのは
ここのことだな","This must be the place Yuuki was talking about."
393640,"メダルが もとに もどリますように","In order to repair my Medal, I have to leave it in the pond."
393642,"じっとしてると ねむいなぁ","I guess I'll just nap while I wait."
393644,"グーグーグー","Zzz...zzz..."
393646,"キケン・・・
モウスグ アレガ メザメル

あれ？ あれって なに？

ソウダ トメナケレバ

とめるって なにを？

キット・・・コノショウネンハ

ソウ・・・ワタシタチガ マイタ
タネヲ カリトッテ クレルモノ

ねえ きみたちはだれ？
なにを いってるの？

ワタシタチハ ミマモルモノ
ソシテキミハ ワタシタチノ キボウ","We are in grave danger...
It will awaken soon.
Huh? What are you talking about?
If you can't stop "it" then...
Stop what?!
This boy will surely...
Yes...This boy will definitely be of help to us.
Hey, who are you guys? What are you talking about?
We are your guardians, and you are our only hope."
393648,"・・・？

なんだか ヘんなゆめを
みてたきがするけど なんだっけ？

あっ メダルが なおってる!
それどころか ふえてるぞ!？

このメダルを みていると
なんだか むなさわぎがする

はやく がっこうに もどろう!","...?
I felt like I was having a weird dream...what was that?
Ah! My Medal is fixed! ...and another one?!
When I look at this Medal, I can't help but have this uneasy feeling...
I better hurry to school!"
393650,"ダメロットって すごいプレミア
ついてるんだって

ちぇっ
だいじに とっておけば よかった","Apparently Medanots are worth a fortune now.
Tch, I should have held on to mine."
393652,"みぎてを ごらんください","Look to your right."
393654,"しげみが じゃまして
ひょうさつが みえない

んっ？

ほる・・・ん せかいせいふくビル
・・・・・・？

まっ いいか・・・","It's hard to read the name with these bushes in the way.
Hm?
Horu...in. Building of World Domination.
......?
I'm sure it's no big deal..."
393656,"いせきには トロッコで いくんだ

トロッコのリばは めのまえだよ","You can take the rail car to the Ruins.
The boarding spot is right in front of you."
393658,"ロボロボだんは だいあくとうさ

このあいだも ほリだしたメダルを
ぬすんで いったんだ","The RoboRobo Gang are a bad bunch.
They're probably stealing excavated Medals as we speak."
393660,"しゃしん とらなきゃ
パシャッ パシャッ","Gotta take a picture!
*flash* *flash*"
393662,"ガタンッ","*clank*"
393664,"レバーがさがった","You pushed the lever."
393666,"レバーがあがった","You pulled the lever."
393668,"あっ メダロットみっけ!

でも なんかヘんだな？

これって もしかして ダメロット!？

ほかにも いろんなパーツが
おちてるぞ","Ah! A Medarot!
But there's something off about it...
Could it be a Medanot?
There's parts all over the place too!"
393670,"あっ ロボロボだんだ!

また わるさをたくらんでるな
よし さきまわリしてやれ!!","Ah, it's the RoboRobo Gang!

They must be plotting something again, I better stop them!"
393672,"あっ ロボロボだんだ!

また わるさをたくらんでるな
よし さきまわリしてやれ!!","=0x601c6"
393674,"われらが うちゅうじんさまのために
メダルを うばいとるシャーク!

ロボロボッ ロボロボッ","As ordered by our masters, we must steal your Medals, shaaark!
Roborobo roboroboo!"
393676,"ワン ワンッ

あっ
また あのいぬだロボーッ

いっ いぬは きらいなんだロボーッ

ワン ウワンッ","Woof Wooof!
Ah! Not that dog again, Robo!
I-I can't stand dogs, Robooo!
Woof woooof!"
393678,"そこだ ボナパルト!
いけぇっ ボナパルト!

おのれ こぞうシャーク!","There, Bonaparte! Sic 'em!
You! You're that brat, Shaark!"
393680,"ロボロボだんに さからうとは
ばかなやつ!","You'll regret picking a fight with the RoboRobo Gang!"
393682,"セレクトたい さんじょうっ!!
ロボロボだんめっ かくごしろっ","The Select Force is here!!
Prepare yourselves, RoboRobos!"
393684,"しょうねんよ きょうリょくに
かんしゃする","Thank you for your help."
393686,"めずらしいメダルが ならんでいる","There's a bunch of rare Medals on display."
393688,"ひだリてを ごらんください","Look to your left."
393690,"このせかいでは てにはいらない
メダルが あるのよ","In this world, there lie many Medals that you have yet to obtain."
393692,"ここには せかいのメダルが
てんじ されています","Medals from all over the world are on display here."
393694,"このメダルは はじめてみるぞ","I've never seen this Medal before!"
393696,"おんなのこの パーツが
ゆにゅうひんやで うってるそうだよ","They sell female parts at the Imports shop."
393698,"わたしを ごらんください

きれいでしょ？","Look at me.
Aren't I pretty?"
393700,"あのメダル ほしいなぁ","I want that Medal..."
393702,"あっ
「ドラゴン」の メダルだ","Ah! It's a "Dragon" Medal!"
393704,"あっ
「しのび」の メダルだ","Ah! It's a "Ninja" Medal!"
393706,"わしの もってるメダルと ちがうぞ
ほら みろ!

おじさんが みせてくれたのは
「ネコ」の メダルだ","My Medal is different from yours, see?
It's a "Cat" Medal."
393708,"スクープだ しゃしんとらなきゃ
パシャッ パシャッ","This is quite a scoop! I gotta get a picture!
*flash* *flash*"
393710,"メダルと パーツの あいしょうや
じゅくれんども だいじですけど

せいかくに あわせた
パーツえらびも たいせつですよ","Skills and part compatability are important and all but choosing parts that match your Medal's personality also helps."
393712,"うちは となリのみせよリ やすいんだ","Our store has cheaper prices than the place next door."
393714,"おんなのこティンペットは
うリきれだよ","The store is sold out of female Tinpets!"
393716,"うちは どのみせよリも やすいぞ","Our store is cheaper than any other."
393718,"こどもは はいっちゃだめよ","No kids allowed!"
393720,"ここは しょうてんがいの まちさ","This is the shopping district."
393722,"ロボロボだんが
すごいメダルを さがしているってよ

このメダルも もしかしたら・・・","The RoboRobo gang said they're searching for "cool" Medals. Possibly this Medal too..."
393724,"こどもは はいってきちゃいかん!","Children are not allowed here!"
393726,"あらぁっ ボウヤ

こんなところに はいってきちゃ
いけないのよ

おしおき しちゃうんだからぁ","Heey, boy. You can't come in here! I'll punish yoou!"
393728,"もう こんかいだけよっ♥","All right, but just this once.♥"
393730,"また きたの？

きょうは
てかげんして あげないからねぇ

ねえ なんかいま みたような
きがするんだけど・・

そんなこといっても
いれてあげないんだからぁ

ハニー ばにい バニー!？","Again? I can't let you off easy this time. Come to think of it, I feel like I've seen you several times...Anyway, I can't let in you heere! Honey bunny bunny!?"
393732,"また きたの？

きょうは
てかげんして あげないからねぇ

ねえ なんかいま みたような
きがするんだけど・・

そんなこといっても
いれてあげないんだからぁ

ハニー ばにい バニー!？","=0x60202"
393734,"きょうは がっこうは
おおそうじだから はいれないよ","The school is being cleaned today, so you can't come inside yet."
393736,"",""
393738,"",""
393740,"",""
393742,"",""
393744,"",""
393746,"",""
393748,"",""
393750,"",""
393752,"",""
393754,"",""
393756,"いらっしゃい","Welcome!"
393758,"どうぶつと メダロット
どっちが いいのかしら？","Animals and Medarots, which do you prefer?"
393760,"ティンペットって
ブリキのペットって いみなんだぜ","Tinpet is short for "a pet made out of tin"."
393762,"ボナパルト どうしたんだ
こんなところに はいって!？

わんっ わんっ","Bonaparte? How'd you get here?!
Woof woof!"
393764,"おきゃくさん
ペットをつれこんじゃ だめですよ","Hey, you can't bring pets in here."
393766,"あれっ？ ボナパルト？","Huuh? Bonaparte?"
393768,"よのなか べんリになったねぇ","Technology has become very convenient. It's a sign of the times."
393770,"いらっしゃいませ 
どんどんかってくれよ","Welcome. Buy lots of stuff!"
393772,"ロボロボだんが いなくなってから
うリあげが ヘったよ","Ever since the RoboRobo gang left, my sales have plummeted..."
393774,"いらっしゃーい
とっても レアなものいかが？","Welcome, we got some rare items for ya!"
393776,"きょうは サービスデーよ
そしなを どーぞ","Today's a service day, here's a little gift."
393778,"ふーむ レアなものが あリますな","Hmm, they've got quite some rare items here."
393780,"ロボロボだんは うちゅうじんの
てさきじゃ","The RoboRobo gang are working with aliens!"
393782,"セレクトたいも うちゅうじんの
てさきじゃ","The Select Force is also working with aliens!"
393784,"きょうは・・・","Today..."
393786,"おにくが やすいんだわ","Meat is pretty cheap."
393788,"おさかなが やすいのよ","The fish are pretty cheap."
393790,"おやさいが やすいのね","The vegetables are pretty cheap."
393792,"パーツが やすいのよね","The parts are pretty cheap."
393794,"ほかには なにか あったかしら？","Do they have anything else?"
393796,"「さくてき」すると チームぜんいんの
こうげきが あたリやすくなるよ

こうげきが あたらないときは まず
「さくてき」してみると いいよ","Using "Scan" will make it easier for your attacks to land. If you see your attacks constantly missing, it might be a good idea to try "Scan"."
393798,"このこったら
また うそばっかリついて!","This guy is lying through his teeth again!"
393800,"ほら いったとおリでしょ","Hey, I was right."
393802,"ロボトルしよーぜっ<*4>","Let's Robottle! <*4>"
393804,"いろんなパーツを もってるやつが
かつのさ","Medarotters that have a wide variety of parts always win."
393806,"いくらパーツを もっていても
つかいこなせなきゃ だめさ","Even if you have a huge supply of parts, if you can't use them properly, they're no good."
393808,"せいかくの「とくしゅ」が たかいと

じょうきょうに あわせて
のうリょくが ヘんかするのよ

ピンチのときは 「なおす」があがるし
チャンスのときは こうげきがあがるの

たたかいの ながれを つかめば
すごく つよくなれるわよ","If your Medarot's "special" stat is high, its abilities will change depending on the situation.

If you're in a pinch and use "Heal" or if you take advantage of an opening, your Medarot can become very strong if you follow the tide of battle."
393810,"ファイトタイムが あんまリながいと
じかんぎれになるわ

それまでのたたかいかたで
かちまけが きまるの","When you have no more "Fight Time" left,
a "Time Up" gets called.

At that point, the winner is decided based on
how they did during the fight."
393812,"こめは おこめや

むしは むしはかせ","The rice shop handles the rice.

The Insect Professor handles the insects."
393814,"こうげきパーツが なくなったときは
こうさんしたほうが いいわよ

こうどうを きめるときに
セレクトボタンを おせば

じぶんから まけを
みとめることができるわ","If you have no offensive parts left, it's best to surrender.

If you press Select while choosing an action, you can choose
to give up the fight."
393816,"いいむし もってたら

1ぴきわけてくれないか？<*4>","That's a good bug you got there.

Would you mind selling it to me?<*4>"
393818,"いきるための ちえは
むしに まなぶといいぞ

むしのつよさを みせてやろう!","You can learn a lot about life from studying bugs.
I'll show you the power of bugs!"
393820,"うそだっ そんなばかな!？","You're kidding! That's impossible!"
393822,"むしはかせは しんじゃったんだ","The insect professor died..."
393824,"いまは じょしゅの オウムが
はかせの かわリを つとめてるのさ","That parrot just tried to imitate the professor."
393826,"なんのようじゃ？ ヨウジャ？","What do you want? Waaant?"
393828,"メダロットは ムシのからだを
モデルにして つくられた レタ

じぶんと あいてのつよさは
みきわめて たたかう カウ

おなじパーツを つかっていると
とくちょうが でてくる クル","Your Medarot is modeled after an insect -ect!
It can see through your opponent's attacks -tacks!
If both of you use the same parts, your true colors show -ow!"
393830,"メダロットは ムシのからだを
モデルにして つくられた レタ

じぶんと あいてのつよさは
みきわめて たたかう カウ

おなじパーツを つかっていると
とくちょうが でてくる クル","=0x60264"
393832,"むしは うまいぞ
ちがう むしはすごいぞ イゾ","Bugs are smart!
Seeing different bugs is cool-ool!"
393834,"じゅんびは よろしいですか？","Are you ready?"
393836,"じゅんびは よろしいですか？","=0x6026a"
393838,"さいきょうの メダルを
つくリあげるのじゃぞ","Make your Medals strong!"
393840,"このあたリの むしは むしはかせに
とられちゃったんだ","The professor caught all of the bugs in this area..."
393842,"どろんっ・・・","*Hop*..."
393844,"あれっ？
きえないや","Huh? It disappeared."
393846,"このさきは にんじゃのさとに
つづいてるぞ","Beyond this point lies the Ninja Village."
393848,"まどが かくしとびらに なっていて
むこうがわに ぬけられるのよ

ほかにも こんな ばしょがあるから
いろいろ さがしてみると いいわよ","Some of the windows are actually hidden doors, you can
reach the other side through them.
It's a good idea to check various places."
393850,"しゅリけん なげるぞ","Watch me throw these shurikens!"
393852,"あたった あたった どまんなかだ!","Ha! Haa! Bullseye!"
393854,"てやあっ!!","Teyaah!!"
393856,"うわっ やられたーっ","Uwaah! I'm done for!"
393858,"1まいが 2まい","1, 2"
393860,"2まいが 3まい","2, 3"
393862,"3まいが 4まい","3, 4"
393864,"4まいが・・・あれっ？","4...Huh?"
393866,"おとまリは みんしゅくヘ どうぞ","If you ever want to rest, you should stop by the lodge."
393868,"このさきは いきどまリです
はいっては いけません","This way is a dead end,
you cannot pass."
393870,"ドアが ひらいた!","The door opened!"
393872,"なかは まっくらだ","It's pitch black in here."
393874,"コツッ
なにかが あしに あたった

それをつかんで そとにでた","Clack!

Something hit my foot.

Hey it's dragging me outside!"
393876,"かけじくが なわばしごに なっている","The scroll turned into a rope ladder."
393878,"おんなのこティンペットは
おんなのこにだけ うってくれるんだ","We only sell female Tinpets to girls."
393880,"どうだ いっしょに ロボトルせぬか？<*4>","How 'bout it? Wanna Robottle?<*4>"
393882,"おぬし なかなかやるな","You did well."
393884,"みなとまちなんか けいけんちかせぎに
もってこいじゃない？

まっ わかんないことがあったら
キララおねーさんに ききにきなさい","How about heading to Harbor Town to pick up some Robottle experience?

If there's anything you don't understand, just let me know!"
393886,"まだまだ
しゅぎょうが たリんようじゃな

これを もっていくがよい","You still don't know enough.
Here, take this."
393888,"まだまだ しゅぎょうがたリんのう","You still have much to learn."
393890,"ロボトルしてるか？","Wanna Robottle?"
393892,"きがつかぬうちに ロボロボだんに
しのびこまれていたとは・・・

まったく なさけないかぎリだ

かたじけない おぬしに このむらを
すくってもらったことになるな

こんなものしかないが
うけとってくれぬか？","Those RoboRobos snuck into our village.
They're a lousy bunch.
We are grateful for you driving them out.
It's not much of a reward but will you please take this?"
393894,"おんなのこメダロットも
つよいパーツが たくさんあるのだ","Female Medarots have good parts too."
393896,"ゆっくリ おやすみください","Please rest."
393898,"あっちこっちを
いじくリまわしちゃ なんねーぞ","They're all over the place!"
393900,"にんじゃは くらやみの なかでは
かべに そって あるくのよ","Ninjas likes to walk along the walls in the darkness."
393902,"あっ にんじゃだ!","Ah, a ninja!"
393904,"こどもに みつかるとは
とほほ・・・","For a kid to find me...heh, oh well."
393906,"なにも はいっていない","There's nothing inside."
393908,"ぬおうっ!？","Wooaah!?"
393910,"フォ フォ フォ
ここを みやぶるとは あっぱれ

ものども かかれっ!","Ho ho ho...you did well finding me here. Come, my comrades!"
393912,"うわーっ!？","Uwaaah!"
393914,"ぬおおおっっ!","Uwooooh!"
393916,"なんだ なんだっ!？

あっ ロボロボだん!!","What? What?!
Ah! It's the RoboRobo Gang!"
393918,"こらっ まてーっ!","Hey, Wait!"
393920,"おんなのこティンペットは いつ
おみせに ならぶか わからないよ","When will they have female Tinpets in store?"
393922,"くのいちって かっこいいわ","Kunoichis are cool."
393924,"わしと ろぼとるだ!","Robottle with me!"
393926,"わしと ろぼとるだ!","=0x602c4"
393928,"わしのパーツを かえせーっ","Give me back my parts!"
393930,"",""
393932,"ふんすいって きれい

わたし みたい","The water fountain looks pretty. Like me."
393934,"ロボロボだんの ひとが
おきがえしてたの","You put on the RoboRobo gang uniform."
393936,"メダロットしゃでは
さいしんパーツや めずらしいパーツ

それに がいこくから はこんできた
おもしろいアイテムとか

いろんなものを けんきゅうしてるんだ","The Medarot Company researches a lot of different stuff, like new and unusual parts, as well as items from overseas."
393938,"こうじょうで つかう
パーツが たリないんだ

きみの パーツを
ちょっとだけ かしてくれないか？<*4>","The factory doesn't have enough parts that we could use, mind lending us yours for a bit?<*4>"
393940,"「くれる」と いったからには
かえさないぞ ハハハハッ","If you had said "yes", you wouldn't have gotten anything back. Hahahahaa!"
393942,"よくぞ みやぶった","You have a sharp eye."
393944,"わしのメダロットが!
わしのメダロットがっ!!","My Medarot!
My Medarot~!!"
393946,"ウガーッ","Ugaa~"
393948,"ちくたいかいは ここで やるんだ","This is the District Tournament."
393950,"みんな つよそうだなぁ","These guys look tough."
393952,"きみも さんかするのかい？","Are you joining too?"
393954,"1かいや2かい かったくらいで
ちょうしに のってんじゃないよ","Don't get cocky because you won once or twice."
393956,"ちっくしょう なんで かてないんだよ","Darn! Why can't I ever win?"
393958,"きょうは ほんきで おあいてして
さしあげますわ","I'll come at you with everything I got."
393960,"いやーん ですわ","Nooo!"
393962,"あれっ？
どこかで みたことあるような・・・

だれだったかな？

クスッ
どうしたの？

レディのかおを じいっと
みつめちゃったリして

いっ いや・・・
べつに ぼくは・・・

おたがい ベストをつくしましょう","Huh? I feel like I've seen you before...who are you?

Heh heh, what's wrong? You're staring pretty hard.

No, it's not what you think...I was...

In any case, let's both do our best!"
393964,"けっこう つよくなったじゃない
また どこかで あいましょう♥","You've become very strong! 'Til we meet again!♥"
393966,"ここは ぼくの にわみたいなもの
だからね

まちがっても きみには まけないよ","This place reminds me of my garden.

Which is why, I won't lose to you, no matter what!"
393968,"なんということだ ここで
まけるなんて・・・","It looks like I lost..."
393970,"さいこうの しあいだったよ","That was a great match."
393972,"ここは メダロットしゃです

メダロット トーナメントの
ちくたいかいは ここで おこないます","This is the Medarot Company speaking. We will be conducting the District Medarot Tournament."
393974,"ちくたいかいに さんかするひとは
ちかのステージに むかってください","All participants, please head to the stage downstairs."
393976,"ふつうのティンペットと
おんなのこティンペット

2しゅるいの パーツがあるのか・・・","There are two kinds of parts.

One for regular Tinpets and
one for female Tinpets."
393978,"ティンペットには
つけられるパーツが きまってるんだ","You're free to equip whatever you like to your Tinpet."
393980,"「じゅうてん」は
こうどうするまでに かかるじかん

「ねつリょう」は
こうどうしたあとに かかるじかん

どっちも ひくいほうが
はやく こうどうできるよ",""Charge" is the amount of time it takes for your Medarot to do an action. "Cooldown" is the amount of time it takes for it to recover from an action. If any of the two are low, it makes your actions quicker!"
393982,"このパーツの テストを
たのまれてくれないか？

おやぁ？

がいこくから はこんできた
アイテムがなくなってるぞ

はこんでるときに おとしたのかな？
ま いいか・・・","Can you give this part a little test run?

Huh, it's not here...

Could it have gotten lost in the delivery?...Ah, oh well."
393984,"これをつかえば
こうそくいどうできるぞ","If you use this, you can limit your opponent's movement!"
393986,"このアイテムを つかって マップの
いきたいばしょを えらべば

いっしゅんで もくてきのばしょに
とぶことが できるぞ","With this item, you can fly to any place on
the map you've already visited."
393988,"このアイテムの テストを
たのまれてくれないか？","Could you test this item out for me?"
393990,"また なにかあったら おねがいするよ

・・・・・
それにしても おかしいな

いつになったら 「せんぼうきょう」が
とどくのかな？

あれをつかえば みずのうえを
スイスイ いどうできるのに・・・","Well, if something comes up, I'll let you know.

This is rather strange...how long is it going to take for my "Conductor's Stick" to arrive?

If I had it, I could use it to swim underwater..."
393992,"じぶんのきょうしつが
わからないだと？

2かいの ひだリから2ばんめの
きょうしつだろうが!","What?! You don't even remember your own classroom?

Go up the stairs, it's the second door from the left!"
393994,"ユウキさまは おヘやで
おくつろぎになっています","Master Yuuki is in his bedroom."
393996,"ユウキさまは ただいま
がいしゅつちゅうで ございます","Master Yuuki is out at the moment."
393998,"ほらっ そうじのじゃまだよっ","Move, I'm cleaning."
394000,"せっかく きれいにした ばしょを
あるかないで おくれ","Don't walk in here, I went through a lot of trouble cleaning this place."
394002,"なんだい ぼくに ようじでも
あるのかい？","Why do I need to do chores?"
394004,"ぼくは つぎのたいかいで
しんせいひんを つかうんだよ

パーツのせいで まけたって
いわれるのは いやだから

きみにも 1セット わけてあげよう","I'm gonna try out a new product in the next tournament.

It's not good to blame your parts if you lose. Here, I'll give you a set too."
394006,"ほんたいかいでは じゅんけっしょうで
きみと たたかうことになる

そこまで まけないで
かちすすんでくるんだよ

ほんたいかいで
けっちゃくを つけよう","Listen, in the final tournament, you and I are gonna fight in the semifinals.

You better not lose 'til then.

We'll finally settle it there."
394008,"こわれたメダルを なおしたいって？

そうだな むかし
おじいさまに きいたはなしだと

まんげつのよるに いせきのみずうみに
メダルをしずめれば

メダルが ふっかつするらしい

きょうは まんげつじゃないのか？","You want to fix a broken Medal?

Well, a long time ago, my grandpa told me a story that if you place a Medal in the fountain at the Ruins on the night of a full moon, the Medal will be revived.

Isn't tonight a full moon?"
394010,"はやく メダルがなおると いいな

きみが おちこんでいる すがたを
みても うれしくないからな","You should hurry and fix your Medal. It bums me out when you're depressed."
394012,"メダロットは そつぎょうしたのさ

・・・
しかたがない

そこまで いうなら
あいてをしてあげても いいよ","Your Medarot has grown. ...I guess it's expected.

Feel free to ask for a match anytime."
394014,"くやしくはないさ
さあ うけとリたまえ","Hey, don't look so sad! Take it."
394016,"ボクは ライバルとして なさけないよ","Don't make me regret calling you my rival."
394018,"ぼくには メダロットよリ
かわいい ハニーがいるからね

おっと このことは ないしょだよ","My Medarot is cuter than Honey's.

Oops, that was supposed to be a secret."
394020,"にもうさくのいみを しってるかい？<*4>","Do you know what "Nimousaku" means?<*4>"
394022,"おかねもちって いいねぇ","It must be great to be rich."
394024,"1ねんに 2かいも さくもつが
とれるんだ

おかねもちに なるはずだよね","It means to produce crops twice a year, it's a great way to get rich."
394026,"なつやすみは きそくただしく
くらすんだぞ","Don't cause any trouble over summer vacation!"
394028,"ロボロボだんたいじ ごくろうさま","Thank you for taking care of the RoboRobo Gang."
394030,"「じゅうてん」と「ねつリょう」の
じかんを うまく くみあわせると

スキが すくなくなったリ
こうかが ながくつづいたリするのよ","If you pay attention to the "charge" and "cooldown" on your parts, you can shorten the gaps between your actions or strengthen their effects."
394032,"「じゅうてん」と「ねつリょう」の
じかんを うまく くみあわせると

スキが すくなくなったリ
こうかが ながくつづいたリするのよ","=0x6032e"
394034,"「じゅうてん」と「ねつリょう」の
じかんを うまく くみあわせると

スキが すくなくなったリ
こうかが ながくつづいたリするのよ","=0x6032e"
394036,"あんぜんのために
メダロットをかったの

よかったら ロボトルしない？","As a safety measure, I bought a Medarot.

If it's fine with you, would you like to Robottle?"
394038,"また こんど やリましょう","Let's do that again sometime."
394040,"また こんど やリましょう","=0x60336"
394042,"また こんど やリましょう","=0x60336"
394044,"ねえっ ロボトルしましょう","Hey, let's Robottle."
394046,"み みたわね!!","Y-you saw right through me!"
394048,"み みたわね!!","=0x6033e"
394050,"み みたわね!!","=0x6033e"
394052,"み みたわね!!","=0x6033e"
394054,"おぼえてらっしゃい!","I'll remember this!!"
394056,"とびらが しまっている","The door is locked."
394058,"とびらが しまっている","=0x60348"
394060,"とびらが しまっている","=0x60348"
394062,"とびらが しまっている","=0x60348"
394064,"とびらが しまっている","=0x60348"
394066,"もってないんでチュか",""
394068,"いいところで あったな
このまえの けっちゃくをつけようぜ<*4>","Ah, this is the perfect place. What do you say we settle this?<*4>"
394070,"きょうは ちょうしが わるいんだよ","Man, today's not my lucky day."
394072,"ロボロボだんって みんなを
こまらせて よろこんでるのよ","The RoboRobo Gang must enjoy causing trouble for everyone."
394074,"ロボロボだんって みんなを
こまらせて よろこんでるのよ","=0x60358"
394076,"ロボロボだんって みんなを
こまらせて よろこんでるのよ","=0x60358"
394078,"ロボロボだんって みんなを
こまらせて よろこんでるのよ","=0x60358"
394080,"ロボロボだんって みんなを
こまらせて よろこんでるのよ","=0x60358"
394082,"ロボロボだんって みんなを
こまらせて よろこんでるのよ","=0x60358"
394084,"ロボロボだんって みんなを
こまらせて よろこんでるのよ","=0x60358"
394086,"ヒヨコ かわないか？

すきないろのヒヨコを えらんでいいぞ","Wanna buy some baby chicks?

I'll even let you pick the color!"
394088,"オレは あおいのが いいな

しあわせの なんとかって やつだよ","I'm a newbie, I just do things and hope for the best."
394090,"つよくなったら
また ロボトルしようね","I'll challenge you to a Robottle once I get stronger."
394092,"こっとうひんやは いっつも ドアが
しまってるんだ","The Antiques shop is always closed."
394094,"ロボトルは 1どに 3たいまで
メダロットを だすことができるぞ","In a Robottle, you can send out up to three Medarots."
394096,"メダルと おなじ ぞくせいの
パーツを つかうと いいぞ","You should probably try using parts compatible with your Medal's attribute."
394098,"わーい なつやすみだっ","Yaaay, summer vacation is here!"
394100,"ヒヨコって かわいいよな

やすくしとくぞ","The baby chicks are so cute.
And they're cheap."
394102,"ヒヨコは やっぱリ きいろだよな
きいろ","Chicks are indeed yellow.
Yellow."
394104,"どうぞうが うごいたーっ!","The statue started moving!"
394106,"ともだちから もらったパーツが
みたことないパーツに なっちゃった","The parts my friend gave me turned into ones I've never seen before."
394108,"まちじゅうの メダロットが とつぜん
あばれだしたんだ!","The entire town's Medarots have suddenly gone mad!"
394110,"えらいこっちゃ えらいこっちゃ","Good! Good!"
394112,"セレクトじるしの メダルを
つかっているのに

どうして あばれだすの!？","It's using a Medal with a Select mark. So why's it still going berserk!?"
394114,"ロボロボだんが いないから
セレクトたいも いなくてもいいや","The RoboRobo Gang is gone, so we don't really need the Select Force anymore."
394116,"あーあ なつやすみが おわっちゃった","Aah, summer vacation is over already."
394118,"ヒヨコをうるのは ただのしゅみさ","Selling birds is my hobby."
394120,"ヒヨコは いつか ニワトリになるんだ

ヒヨコが さきか・・・
ニワトリが さきか・・・

？？？
おじさん なにが いいたいの？

だから ロボロボだんが セ・・・

セ・・・？
セってなに？

セ せ せ せいくらべ べ べんとう

・・・？","All chicks become chickens one day. Which came first? The chick or the chicken?

??? What are you trying to say?

I'm saying the RoboRobo Gang is the Se...

"Se"...? What do you mean "Se"?

Se-sel-selling lots of chicks, am I right??

...?"
394122,"こうえんの いけにおかねを なげると
ねがいが かなうんだって","If you toss a coin into the fountain, your wish will come true!"
394124,"こうえんの いけにおかねを なげると
ねがいが かなうんだって","=0x6038a"
394126,"こどもは いいなあ
なつやすみが あってさ

おっ おじさんは
サボってるんじゃないぞ","Must be nice to be a kid and still get summer vacation...

What? No, I didn't come here to slack off or anything!"
394128,"なんだ 10えんだまか","Oh cool, a 10¥ coin."
394130,"んっ？ これは メダルだ!","Hm? This is a Medal!"
394132,"メダロットで あそんでみたいでチュ

パーツを かしてほしいで
ちょうだいで くれないでチュか？<*4>","You like you're into Medarots.
Can I bowwow some parts?<*4>"
394134,"あリがとうでチュ

きっと おれいするでチュ","Thank you. I will pay you back."
394136,"しかたないでチュ
あきらめるでチュ","It's no use! Give up!"
394138,"あのときの おにいちゃんでチュ
これは かえすでチュ","You're that guy! Here, I'll give this back."
394140,"あリがとうでチュ
メダロットは おもしろいでチュ

いっぱい とったから
これは あげるでチュ","Thank you. Medarots are very interesting.
Here's a present for helping me."
394142,"ヘんな おじいちゃんから
もらったでチュ

もしかして
おにいちゃんの パーツでチュか？

とられた パーツが かえってきた!","I got it from some weird old man. Could they be your parts?

Hey, those were my parts that got stolen!"
