Pointer,Original,Translated
475848,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475850,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475852,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475854,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475856,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475858,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475860,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475862,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475864,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475866,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475868,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475870,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475872,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475874,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475876,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475878,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475880,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475882,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475884,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475886,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475888,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475890,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475892,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475894,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475896,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475898,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475900,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475902,"<&NAME> は
てきに まけてしまった!<*2>","=0x74280"
475904,"<&NAME>は <&c70e>
「<&c6a2>」を てにいれた<*2>","<&NAME> obtained "<&MEDA>"!<*2>"
475906,"カン!カン!カン! ロボトルエンド!
さあ これで じかんぎれです!

<S02>はんていのけっかを みてみましょう!<S78>

はんていのけっか!
<&c6a2>の しょうリです!","Ding ding ding! Time is up!

Now to determine the winner!<S78>

<S02>It looks like... <&MEDA>'s match!"
475908,"<&NAME>は <&c70e>
「<&c6a2>」を とられた<*2>","<&NAME> handed over "<&MEDA>"."
475910,"あっ!!!!!!
くまれたメダロットが ひとつもない!

メダロットが できないよー!!

<&NAME> は
めいっぱい おちこんだ!!","Ack!! I don't have a single Medarot assembled!

I... I can't go on!!

<&NAME> fell into despair!"
475912,"<&NAME> は
「ロボロボメダル」を てにいれた!<*2>","<&NAME> got a RoboRobo Medal!<*2>"
475914,"あぁーーーーーーーー!!
こんなところで まけるなんて!

もっと ああして・・・こうして・・・
ぶつぶつぶつ・・・・・・・

<&NAME> は
めいっぱい おちこんだ!!","Aaarrgh!! I can't believe I lost in a place like this!

This isn't... how I wanted....

............

<&NAME> fell into despair!"
475916,"<&NAME> は
ティンペットを てにいれた!!","<&NAME> obtained a Tinpet!"
475918,"あれっ!!
ティンペットは そろっているよ!

<&NAME> は
ティンペットを もてなかった!!","Huh? You already have too many!

<&NAME> did not take the Tinpet!"
475920,"ここでは つうしんケーブルをつかって
ともだちと あそぶことができます

つうしん しますか？<*4>","You can play with your friends using a Game Link cable here.

Do you want to connect?<*4>"
475922,"つうしんまえに セーブしますが
よろしいですか？<*4>","The game will be saved before connecting.
Is this alright?<*4>"
475924,"\
ロボトルほんぶに アクセスします<S3c><*4>","\
Accessing Robottle HQ...<S3c><*4>"
475926,"つうしんちゅう!!<*4>","Connecting!<*4>"
475928,"つうしん できませんでした!","Couldn't connect!"
475930,"2たい いじょう くまれた
メダロットがないと できません<S3c><*1>","You need at least 2 battle-ready Medarots to use this mode.<S3c><*1>"
475932,"トレードする パーツがあリません<S3c><*1>","You have no parts to trade.<S3c><*1>"
475934,"<Sff>つうしんまちです!!<S1e><*4>","<Sff>Waiting on connection!<S1e><*4>"
475936,"<&NAME> は
たたかいに かちました!!

みごとな しょうリです!
これからもガンガンいこう!!","<&NAME> won the battle!

An excellent victory!
Keep it up!"
475938,"<&NAME> は
たたかいに まけました!!

もういちど きたえなおしだ!
こんどは がんばリましょう!!","<&NAME> lost the battle!

That's too bad!
Train hard and go for the win!"
475940,"あなたは ロボトルしょうしゃとして
「ロボとーる」を おこなえます!","As the winner of the Robottle, you get to play "Robo-Toll"!"
475942,"あなたは ロボトルはいしゃとして
パーツをとられてしまいます","As the loser of the Robottle, one of your parts will be taken."
475944,"<&c6a2> は
「ロボとーる」に<S10>・・・・・・・・・\
<S02>せいこうした!<S3c><*4>","<&MEDA>'s Robo-Toll<S10>.........\
<S02>Succeeded!<S3c><*4>"
475946,"<&c6a2> は
「ロボとーる」に<S10>・・・・・・・・・\
<S02>しっぱいした!<S3c><*4>","<&MEDA>'s Robo-Toll<S10>.........\
<S02>Failed!<S3c><*4>"
475948,"ハズレ! なにも とれなかった!
ざんねんですが しかたあリません!","Miss! You didn't get anything!
Too bad, maybe next time!"
475950,"ハズレ!
なにもとられずにすんだ! ラッキー!","Miss! Nothing was taken!
Phew, that was close!"
475952,"Yボタンでストップしてください!<*4>","Press A to stop the wheel!<*4>"
475954,"パーツせんたくちゅうです!!<*4>","Choosing parts!<*4>"
475956,"しかし かんぜんなかたちで
とることができなかった!<*2>",""
475958,"<&NAME>は <&c70e>
「<&c705>」を てにいれた<*2>","<&NAME> got the <&c70e> part "<&c705>"!<*2>"
475960,"<&NAME>は <&c70e>
「<&c705>」を とられた<*2>","<&NAME> lost the <&c70e> part "<&c705>"!<*2>"
475962,"メダルは いっぱいで もてなかった!<*2>","You can't carry any more of that Medal!<*2>"
475964,"そのパーツは
いっぱいで もてなかった!!<*2>","You can't carry any more of that part!<*2>"
475966,"どのぶぶんを トレードしますか？<*4>","Which type of part will you trade?<*4>"
475968,"どのぶぶんを トレードしますか？<*4>","=0x7433e"
475970,"トレードするパーツはどれですか？<*4>","Which part will you trade?<*4>"
475972,"トレードする パーツがあリません!","You have no parts of that type to trade!"
475974,"「<&c705>」と
「<&c6a2>」をトレードします<S3c><*4>",""<&c705>" will be traded for "<&MEDA>".<S3c><*4>"
475976,"「<&c705>」は
「<&c6a2>」にヘんかした!",""<&c705>" transformed into "<&MEDA>"!"
475978,"そこには いけません!!","You can't go that way!"
475980,"ロボロボメダルを つかいますか？<*4>","Will you use a RoboRobo Medal?<*4>"
475982,"せんとうから にげられた!!<S3c><*4>","Fled from the battle!<S3c><*4>"
475984,"こうさん しますか？<*4>","Do you want to surrender?<*4>"
475986,"おめでとうございます!
パスワードが すべてそろいました!

4もじをおうぼはがきに かきこんで
イマジニアあてに おおくリください

ちゅうせんで ひかるゲームボーイを
プレゼント いたします!","Congratulations!
You've collected all 4 password letters!

Write the password on the included postcard and send it to Imagineer to be entered in a draw for a glow-in-the-dark Game Boy!"
475988,"<&NAME>のメダルは
<&c6a2>のけいけんちをえた!<*2>","<&NAME>'s Medals earned <&c6a2> experience!<*2>"
475990,"なぐる・がむしゃらにこうかをはっき!<S3c><*4>","Physical attack detected!<S3c><*4>"
475992,"うつ・ねらいうちにこうかをはっき!<S3c><*4>","Ranged attack detected!<S3c><*4>"
475994,"トラップかいじょを おこなった!<S3c><*4>","Attempted to clear traps!<S3c><*4>"
475996,"<&c6a2> は
ダメージかいふくを おこなった!<S3c><*4>","<&MEDA> tried to repair damage!<S3c><*4>"
475998,"<&c6a2> は
ダメージかいふくを おこなった!<S3c><*4>","=0x7435c"
476000,"<&c6a2> は
ダメージかいふくを おこなった!<S3c><*4>","=0x7435c"
476002,"<&c6a2> は
ダメージかいふくを おこなった!<S3c><*4>","=0x7435c"
476004,"<&c6a2> は
ダメージかいふくを おこなった!<S3c><*4>","=0x7435c"
476006,"<&c6a2> は
きのうかいふくを おこなった!<S3c><*4>","<&MEDA> tried to restore function!<S3c><*4>"
476008,"ねらったパーツは
ダメージを うけていません!<S3c><*4>","The targeted part is not damaged!<S3c><*4>"
476010,"ねらったパーツは
きのうていし していません!<S3c><*4>","The targeted part is not destroyed!<S3c><*4>"
476012,"さくてきで あがったせいこうリつを
さげた!<S3c><*4>","Accuracy bonuses were reduced!<S3c><*4>"
476014,"<&c6a2> は
あたまで ぼうぎょした!!<S3c><*4>","<&MEDA> defended with its head!<S3c><*4>"
476016,"<&c6a2> は
みぎうでで ぼうぎょした!!<S3c><*4>","<&MEDA> defended with its right arm!<S3c><*4>"
476018,"<&c6a2> は
ひだリうでで ぼうぎょした!!<S3c><*4>","<&MEDA> defended with its left arm!<S3c><*4>"
476020,"<&c6a2> は
きゃくぶで ぼうぎょした!!<S3c><*4>","<&MEDA> defended with its legs!<S3c><*4>"
476022,"ヘんどうかいじょを おこなった!<S3c><*4>","Attempted to clear Flux status!<S3c><*4>"
476024,"ていしかいじょを おこなった!<S3c><*4>","Attempted to clear Stop status!<S3c><*4>"
476026,"そくばくかいじょを おこなった!<S3c><*4>","Attempted to clear Bind status!<S3c><*4>"
476028,"けいぞくかいじょを おこなった!<S3c><*4>","Attempted to clear Burn status!<S3c><*4>"
476030,"しょうじょうかいじょを おこなった!<S3c><*4>","Attempted to clear status effects!<S3c><*4>"
476032,"<&NAME> は
メダル「<&c705>」をてにいれた<*2>","<&NAME> obtained the "<&c705>" Medal!<*2>"
476034,"<&NAME> は
メダル「<&c705>」をとられた<*2>","<&NAME>'s "<&c705>" Medal was taken!<*2>"
476036,"<&c705> は
メダル「<&c6a2>」をてにいれた<*2>","<&c705> obtained the "<&MEDA>" Medal!<*2>"
476038,"あっ! メダル「<&c705>」は
メダル「<&c6a2>」にヘんかした<*2>","Ah! The "<&c705>" Medal transformed into a "<&MEDA>" Medal!<*2>"
476040,"しかし メダル「<&c705>」は
すでにもっています

メダル「<&c705>」をもてなかった

<*4>","...But you already have that Medal!

The "<&c705>" Medal wasn't taken.<*4>"
476042,"そのかわリに
ぜんじゅくれんどが 4アップした!!<*2>","In exchange, all of its skills will be raised by 4!<*2>"
476044,"くまれたメダロットがないとできません<S3c><*1>","You need at least one battle-ready Medarot to use this mode.<S3c><*1>"
476046,"ここでは つうしんケーブルをつかって
ともだちと あそぶことができます

まず はじめてこられた あなたヘ
つうしんロボトルを せつめいします

ーーあそびでロボトルーー
ともだちのメダロットと

きがるに たいせんできるモードです

ーーしんけんロボトルーー
ともだちのメダロットと

メダルおよびパーツをかけた
しんけんしょうぶができるモードです

<*4>","Hello! This is where you can play together with your friends using a Game Link cable.
Since this is your first time coming here, I'll explain link Robottles for you:

--- Practice Robottle ---
In this mode, you can battle against your friends without worrying about winning or losing parts.

--- Official Robottle ---
In this mode, you can battle your friends while putting your parts and Medals on the line!<*4>"
